,track,A_aug,A_dim,A_dim_dim7,A_dim_min7,A_maj,A_maj_maj7,A_maj_min7,A_min,A_min_min7,Ab_dim,Ab_dim_min7,Ab_maj,Ab_maj_maj7,Ab_maj_min7,Ab_min,Ab_min_min7,B_aug,B_dim,B_dim_dim7,B_dim_min7,B_maj,B_maj_maj7,B_maj_min7,B_min,B_min_min7,Bb_aug,Bb_dim,Bb_dim_dim7,Bb_dim_min7,Bb_maj,Bb_maj_maj7,Bb_maj_min7,Bb_min,Bb_min_min7,C#_dim,C#_dim_min7,C#_maj,C#_maj_maj7,C#_maj_min7,C#_min,C#_min_min7,C_aug,C_dim,C_dim_min7,C_maj,C_maj_maj7,C_maj_min7,C_min,C_min_min7,D_dim,D_dim_min7,D_maj,D_maj_maj7,D_maj_min7,D_min,D_min_min7,E_dim,E_dim_min7,E_maj,E_maj_maj7,E_maj_min7,E_min,E_min_min7,Eb_dim,Eb_dim_min7,Eb_maj,Eb_maj_maj7,Eb_maj_min7,Eb_min,Eb_min_min7,F#_dim,F#_dim_min7,F#_maj,F#_maj_maj7,F#_maj_min7,F#_min,F#_min_min7,F_dim,F_dim_min7,F_maj,F_maj_maj7,F_maj_min7,F_min,F_min_min7,G_dim,G_dim_min7,G_maj,G_maj_maj7,G_maj_min7,G_min,G_min_min7,N,composer,Topic,1
202,03_brahms/CrossComp-0203_03_brahms_brahms_piano_concerto_no._1_in_d_minor_op._15maestoso.mp3,1.0,3.0,9.0,1.0,24.0,7.0,29.0,12.0,10.0,3.0,5.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,9.0,6.0,2.0,0.0,6.0,0.0,16.0,6.0,2.0,8.0,0.0,5.0,4.0,8.0,2.0,4.0,3.0,1.0,2.0,0.0,3.0,19.0,3.0,14.0,3.0,1.0,3.0,2.0,21.0,7.0,7.0,34.0,8.0,1.0,9.0,9.0,1.0,11.0,6.0,7.0,0.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,8.0,3.0,0.0,0.0,21.0,9.0,11.0,6.0,2.0,1.0,4.0,11.0,2.0,14.0,14.0,6.0,3.0,brahms,1.9044859618400585,1.9044859618400585
203,03_brahms/CrossComp-0204_03_brahms_quintet_for_clarinet_and_strings_in_b_minor_op._115__andantino__presto_non_assai_ma_con_sentimento.mp3,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,3.0,brahms,1.4641039714498871,1.4641039714498871
204,03_brahms/CrossComp-0205_03_brahms_quintet_for_clarinet_and_strings_in_b_minor_op._115__adagio.mp3,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,7.0,2.0,3.0,1.0,6.0,0.0,26.0,1.0,2.0,23.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0,3.0,17.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,7.0,3.0,2.0,0.0,3.0,brahms,1.9457831595537702,1.9457831595537702
205,03_brahms/CrossComp-0206_03_brahms_quintet_for_clarinet_and_strings_in_b_minor_op._115__allegro.mp3,3.0,2.0,4.0,4.0,6.0,6.0,9.0,2.0,6.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,18.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,14.0,2.0,0.0,3.0,5.0,4.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,4.0,2.0,12.0,11.0,5.0,2.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,16.0,3.0,8.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,22.0,5.0,2.0,1.0,3.0,brahms,1.7345743525699022,1.7345743525699022
206,03_brahms/CrossComp-0207_03_brahms_quintet_for_clarinet_and_strings_in_b_minor_op._115_con_moto.mp3,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,16.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,16.0,2.0,0.0,3.0,2.0,6.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,26.0,1.0,15.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,27.0,0.0,1.0,0.0,3.0,brahms,1.91607861844576,1.91607861844576
207,03_brahms/CrossComp-0208_03_brahms_trio_for_piano_clarinet_and_cello_in_a_minor_op._114__andantino_grazioso.mp3,1.0,0.0,3.0,0.0,15.0,5.0,11.0,2.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,brahms,0.6959135593432895,0.6959135593432895
208,03_brahms/CrossComp-0209_03_brahms_trio_for_piano_clarinet_and_cello_in_a_minor_op._114__adagio.mp3,1.0,0.0,3.0,0.0,14.0,7.0,10.0,7.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,2.0,2.0,0.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,6.0,4.0,6.0,1.0,0.0,1.0,4.0,2.0,4.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,1.0,2.0,1.0,3.0,brahms,0.5208493309467019,0.5208493309467019
209,03_brahms/CrossComp-0210_03_brahms_trio_for_piano_clarinet_and_cello_in_a_minor_op._114__allegro.mp3,0.0,0.0,1.0,1.0,9.0,1.0,4.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,7.0,3.0,0.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,7.0,4.0,1.0,1.0,9.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,brahms,0.5893686129336161,0.5893686129336161
210,03_brahms/CrossComp-0211_03_brahms_brahms__vier_ernste_gesange_op.121__wenn_ich_mit_menschen__und_mit_engelzungen_redete.mp3,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,brahms,0.5854210839547559,0.5854210839547559
211,03_brahms/CrossComp-0212_03_brahms_brahms__vier_ernste_gesange_op.121__ich_wandte_mich_und_sahe_an_alle.mp3,1.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,1.0,3.0,brahms,0.41815034151660435,0.41815034151660435
212,03_brahms/CrossComp-0213_03_brahms_brahms__vier_ernste_gesange_op.121__o_tod_o_tod_wie_bitter_bist_du.mp3,0.0,0.0,1.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,brahms,0.45731614266642995,0.45731614266642995
213,03_brahms/CrossComp-0214_03_brahms_brahms__vier_ernste_gesange_op.121__denn_es_gehet_dem_menschen_wie_dem_vieg.mp3,5.0,0.0,1.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,14.0,1.0,0.0,12.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,brahms,0.8795143200997557,0.8795143200997557
214,03_brahms/CrossComp-0215_03_brahms_j._brahms_klaviestcke_op._76capiccio_in_b_minor_allegretto_non_trppo.mp3,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,brahms,0.6020859566340006,0.6020859566340006
215,03_brahms/CrossComp-0216_03_brahms_j._brahms_klaviestcke_op._76capiccio_in_f_sharp_minor_un_poco_agitato.mp3,0.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,7.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,brahms,0.6467525006912616,0.6467525006912616
216,03_brahms/CrossComp-0217_03_brahms_j._brahms_klaviestcke_op._76capriccio_in_c_major_grazioso_ed_un_poco_vivace.mp3,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0,2.0,3.0,brahms,0.5849104049606757,0.5849104049606757
217,03_brahms/CrossComp-0218_03_brahms_j._brahms_klaviestcke_op._76capriccio_in_a_sharp_minor_agitano_ma_non_troppo_presto.mp3,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,7.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,brahms,0.7546436459215935,0.7546436459215935
218,03_brahms/CrossComp-0219_03_brahms_j._brahms_klaviestcke_op._76intermezzo_in_a_flat_major_grazioso.mp3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,brahms,0.4271217381898747,0.4271217381898747
219,03_brahms/CrossComp-0220_03_brahms_j._brahms_klaviestcke_op._76intermezzo_in_a_minor_moderato_semplice.mp3,0.0,0.0,1.0,3.0,4.0,1.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,brahms,0.98227126734212,0.98227126734212
220,03_brahms/CrossComp-0221_03_brahms_j._brahms_klaviestcke_op._76intermezzo_in_b_flat_major_allegretto_grazioso.mp3,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,brahms,0.6884215338379489,0.6884215338379489
221,03_brahms/CrossComp-0222_03_brahms_j._brahms_klaviestcke_op._76intermezzo_in_a_major_andante_con_moto.mp3,0.0,1.0,1.0,0.0,13.0,6.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,brahms,0.6728028538908307,0.6728028538908307
222,03_brahms/CrossComp-0223_03_brahms_brahms_vc_in_d_major_op.77_iii._allegro_giocoso_ma_non_troppo_vivace_poco_piu_presto.mp3,0.0,0.0,0.0,1.0,15.0,3.0,12.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,15.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,32.0,6.0,7.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,6.0,2.0,6.0,0.0,3.0,brahms,1.0615668218777436,1.0615668218777436
223,03_brahms/CrossComp-0224_03_brahms_brahms_vc_in_d_major_op.77_ii._adagio.mp3,1.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,22.0,2.0,10.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,24.0,5.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,5.0,3.0,brahms,1.4866159635926108,1.4866159635926108
224,03_brahms/CrossComp-0225_03_brahms_brahms_vc_in_d_major_op.77_i._allegro_non_troppo_cadenza.mp3,0.0,3.0,9.0,3.0,47.0,3.0,27.0,15.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,9.0,8.0,9.0,0.0,9.0,9.0,8.0,0.0,0.0,5.0,0.0,10.0,7.0,1.0,1.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,9.0,6.0,11.0,1.0,3.0,3.0,44.0,6.0,14.0,27.0,2.0,3.0,10.0,11.0,0.0,17.0,11.0,6.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,5.0,3.0,5.0,0.0,2.0,8.0,2.0,0.0,5.0,1.0,1.0,1.0,25.0,9.0,8.0,8.0,1.0,3.0,brahms,1.5159347041860467,1.5159347041860467
225,03_brahms/CrossComp-0226_03_brahms_no.1_in_f_major_op.88_allegro_energico__presto.mp3,0.0,0.0,1.0,1.0,1.0,2.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,7.0,1.0,2.0,3.0,brahms,0.9235101106642184,0.9235101106642184
226,03_brahms/CrossComp-0227_03_brahms_no.1_in_f_major_op.88__allegro_non_troppo_ma_con_brio.mp3,0.0,0.0,8.0,3.0,10.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,9.0,2.0,0.0,3.0,6.0,6.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,14.0,6.0,11.0,2.0,0.0,0.0,0.0,6.0,5.0,2.0,16.0,9.0,0.0,0.0,10.0,2.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,18.0,8.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,7.0,3.0,brahms,1.0272847023459546,1.0272847023459546
227,03_brahms/CrossComp-0228_03_brahms_no.2_in_g_mojor_op.111__allegro_non_troppo_ma_con_brio.mp3,2.0,1.0,5.0,10.0,10.0,0.0,12.0,2.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,3.0,2.0,7.0,14.0,8.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,7.0,3.0,2.0,1.0,0.0,0.0,23.0,4.0,31.0,2.0,1.0,1.0,6.0,4.0,0.0,3.0,14.0,10.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,26.0,12.0,7.0,8.0,0.0,3.0,brahms,1.9082180819860497,1.9082180819860497
228,03_brahms/CrossComp-0229_03_brahms_no.2_in_g_mojor_op.111_un_poco_allegretto.mp3,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,8.0,0.0,3.0,brahms,0.4695091612157809,0.4695091612157809
229,03_brahms/CrossComp-0230_03_brahms_no.2_in_g_mojor_op.111_vicace_ma_non_troppo_presto.mp3,0.0,0.0,2.0,3.0,2.0,0.0,6.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,10.0,1.0,2.0,1.0,3.0,brahms,0.7676424166492586,0.7676424166492586
230,03_brahms/CrossComp-0231_03_brahms_no.2_in_g_mojor_op.111_adagio.mp3,1.0,1.0,1.0,0.0,14.0,4.0,7.0,5.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,4.0,10.0,1.0,3.0,17.0,1.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,7.0,2.0,3.0,brahms,0.9623651888439416,0.9623651888439416
